"selector","context","specificity","ownership","occurrenceCount","firstDefinition","laterOverrides","files","importantDeclarationCount","afterDocumentClose","runtimeReferenceCount","likelyObsoleteReview","movementRisk","movementRiskScore","movementRiskReasons"
"#overviewOne .moverArea tr.active .positive","","1-3-1","Overview","1","DashboardBaseStyles.html:4233","","DashboardBaseStyles.html","1","false","911","false","Low","2","uses !important"
"#overviewOne .moverArea tr.active td","","1-2-2","Overview","1","DashboardBaseStyles.html:4224","","DashboardBaseStyles.html","1","false","891","false","Low","2","uses !important"
"#overviewOne .moverArea tr.active td.negative","","1-3-2","Overview","1","DashboardBaseStyles.html:4228","","DashboardBaseStyles.html","1","false","904","false","Low","2","uses !important"
"#overviewOne .moverArea tr.active td.positive","","1-3-2","Overview","1","DashboardBaseStyles.html:4233","","DashboardBaseStyles.html","1","false","911","false","Low","2","uses !important"
"#overviewOne .negative","","1-1-0","Overview","1","DashboardBaseStyles.html:3547","","DashboardBaseStyles.html","1","false","300","false","Low","2","uses !important"
"#overviewOne .positive","","1-1-0","Overview","1","DashboardBaseStyles.html:3542","","DashboardBaseStyles.html","1","false","307","false","Low","2","uses !important"
"#overviewOne .tableToggles","","1-1-0","Overview","1","DashboardBaseStyles.html:3850","","DashboardBaseStyles.html","4","false","292","false","Low","2","uses !important"
"#overviewOne .tinyBtn.active","","1-2-0","Overview","1","DashboardBaseStyles.html:3864","","DashboardBaseStyles.html","3","false","898","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .compactChipOnlyRow.v6205PillSlot","","1-4-0","Overview","1","Index.html:4141","","Index.html","19","false","564","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .comparisonKpi::before","","1-3-1","Overview","1","DashboardBaseStyles.html:3507","","DashboardBaseStyles.html","1","false","593","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .controlFilterRow.compactChipOnlyRow","","1-4-0","Overview","1","Index.html:4141","","Index.html","19","false","573","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .kpiDelta.bad","","1-4-0","Overview","1","DashboardBaseStyles.html:3547","","DashboardBaseStyles.html","1","false","611","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .kpiDelta.good","","1-4-0","Overview","1","DashboardBaseStyles.html:3542","","DashboardBaseStyles.html","1","false","581","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop .v6205PillSlot","","1-3-0","Overview","1","Index.html:4141","","Index.html","19","false","553","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop #activeFilterPillBarV6170","","2-2-0","Overview","1","Index.html:4165","","Index.html","9","false","619","false","Low","2","uses !important"
"#overviewOne .topBar.executiveTop > #activeFilterPillBarV6170","","2-2-0","Overview","1","Index.html:4165","","Index.html","9","false","619","false","Low","2","uses !important"
"#overviewOne #activeFilterPillRailV6205","","2-0-0","Overview","1","Index.html:4178","","Index.html","13","false","290","false","Low","2","uses !important"
"#overviewOne #activeFilterPillRailV6205 .v6205FilterPill","","2-1-0","Overview","1","Index.html:4198","","Index.html","8","false","303","false","Low","2","uses !important"
"#overviewOne #activeFilterPillRailV6205 .v6205FilterPill:hover","","2-2-0","Overview","1","Index.html:4220","","Index.html","3","false","303","false","Low","2","uses !important"
"#overviewOne #activeFilterPillRailV6205 .v6205FilterPill.hot","","2-2-0","Overview","1","Index.html:4214","","Index.html","3","false","792","false","Low","2","uses !important"
"#overviewOne #activeFilterPillRailV6205[data-empty=""true""]","","2-1-0","Overview","1","Index.html:4194","","Index.html","1","false","290","false","Low","2","uses !important"
"#overviewOne input[type=""text""]","","1-1-1","Overview","1","DashboardBaseStyles.html:3669","","DashboardBaseStyles.html","7","false","287","false","Low","2","uses !important"
"#overviewOne select","","1-0-1","Overview","1","DashboardBaseStyles.html:3669","","DashboardBaseStyles.html","7","false","287","false","Low","2","uses !important"
"#overviewOne table","","1-0-1","Overview","1","DashboardBaseStyles.html:3821","","DashboardBaseStyles.html","3","false","287","false","Low","2","uses !important"
"#overviewOne td","","1-0-1","Overview","1","DashboardBaseStyles.html:3837","","DashboardBaseStyles.html","6","false","287","false","Low","2","uses !important"
"#overviewOne th","","1-0-1","Overview","1","DashboardBaseStyles.html:3827","","DashboardBaseStyles.html","7","false","287","false","Low","2","uses !important"
"#overviewOne tr:nth-child(even) td","","1-1-2","Overview","1","DashboardBaseStyles.html:3846","","DashboardBaseStyles.html","1","false","287","false","Low","2","uses !important"
"#overviewOne.legacyOverviewReference:not(.active)","","1-2-0","Overview","1","DashboardBaseStyles.html:5237","","DashboardBaseStyles.html","1","false","886","false","Low","2","uses !important"
"#overviewOne.tabPage","","1-1-0","Overview","1","DashboardBaseStyles.html:3466","","DashboardBaseStyles.html","2","false","294","false","Low","2","uses !important"
"#overviewPage","","1-0-0","Overview","1","Index.html:4007","","Index.html","2","false","1","false","Low","2","uses !important"
"#overviewPage :is(.card,.panel,.tableCard,.chartCard,.componentCard,table,tbody,tr,td,th,canvas)","","1-1-0","Overview","1","Index.html:4018","","Index.html","4","false","660","false","Low","2","uses !important"
"#overviewPage *","","1-0-0","Overview","1","Index.html:4007","","Index.html","2","false","1","false","Low","2","uses !important"
"#overviewTwo","","1-0-0","Overview","1","Index.html:243","","Index.html","3","false","71","false","Low","2","uses !important"
"#overviewTwo .inactiveBadge","","1-1-0","Overview","1","DashboardBaseStyles.html:7428","","DashboardBaseStyles.html","14","false","88","false","Low","2","uses !important"
"#overviewTwo .o2AnalyticsCardV150 .o2CardHeader.compactV150","","1-3-0","Overview","1","DashboardBaseStyles.html:6364","","DashboardBaseStyles.html","2","false","80","false","Low","2","uses !important"
"#overviewTwo .o2CardHeader.compactV150","","1-2-0","Overview","1","DashboardBaseStyles.html:5824","","DashboardBaseStyles.html","2","false","79","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2HealthTileV152 .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6985","","DashboardBaseStyles.html","1","false","1687","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2InsightBodyV152","","1-2-0","Overview","1","DashboardBaseStyles.html:6938","","DashboardBaseStyles.html","2","false","79","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2InsightRowV152 .name","","1-3-0","Overview","1","DashboardBaseStyles.html:6961","","DashboardBaseStyles.html","2","false","438","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveContentV155 .o2InsightRowV152 .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6966","","DashboardBaseStyles.html","3","false","1689","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveHeaderV155 .o2ChartTitle","","1-2-0","Overview","1","DashboardBaseStyles.html:6852","","DashboardBaseStyles.html","2","false","81","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveTabsV155 button:hover","","1-2-1","Overview","1","DashboardBaseStyles.html:6883","","DashboardBaseStyles.html","2","false","72","false","Low","2","uses !important"
"#overviewTwo .o2DeepDiveTabsV155 button.active","","1-2-1","Overview","1","DashboardBaseStyles.html:6888","","DashboardBaseStyles.html","3","false","671","false","Low","2","uses !important"
"#overviewTwo .o2DeepPanelIntroV155 .sub","","1-2-0","Overview","1","DashboardBaseStyles.html:6931","","DashboardBaseStyles.html","4","false","169","false","Low","2","uses !important"
"#overviewTwo .o2DeepPanelIntroV155 .title","","1-2-0","Overview","1","DashboardBaseStyles.html:6923","","DashboardBaseStyles.html","5","false","515","false","Low","2","uses !important"
"#overviewTwo .o2DriverSectionV150","","1-1-0","Overview","1","DashboardBaseStyles.html:5904","","DashboardBaseStyles.html","1","false","72","false","Low","2","uses !important"
"#overviewTwo .o2ExecutiveInsightsBodyV158 .o2InsightLeadV153","","1-2-0","Overview","1","DashboardBaseStyles.html:8246","","DashboardBaseStyles.html","4","false","73","false","Low","2","uses !important"
"#overviewTwo .o2ExecutiveInsightsBodyV158 .o2InsightRowsV153","","1-2-0","Overview","1","DashboardBaseStyles.html:8253","","DashboardBaseStyles.html","1","false","72","false","Low","2","uses !important"
"#overviewTwo .o2ExecutiveInsightsBodyV158 .o2InsightRowV153","","1-2-0","Overview","1","DashboardBaseStyles.html:8257","","DashboardBaseStyles.html","3","false","72","false","Low","2","uses !important"
"#overviewTwo .o2ExecutiveInsightsBodyV158 .o2InsightStatGridV153","","1-2-0","Overview","1","DashboardBaseStyles.html:8263","","DashboardBaseStyles.html","2","false","73","false","Low","2","uses !important"
"#overviewTwo .o2ExecutiveInsightsBodyV158 .o2InsightStatV153","","1-2-0","Overview","1","DashboardBaseStyles.html:8268","","DashboardBaseStyles.html","3","false","73","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152","","1-1-0","Overview","1","DashboardBaseStyles.html:6628","","DashboardBaseStyles.html","9","false","72","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152 .label","","1-2-0","Overview","1","DashboardBaseStyles.html:6650","","DashboardBaseStyles.html","8","false","1029","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152 .sub","","1-2-0","Overview","1","DashboardBaseStyles.html:6669","","DashboardBaseStyles.html","6","false","166","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152 .value","","1-2-0","Overview","1","DashboardBaseStyles.html:6661","","DashboardBaseStyles.html","5","false","1683","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.bad","","1-2-0","Overview","1","DashboardBaseStyles.html:6645","","DashboardBaseStyles.html","2","false","130","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.bad .sub","","1-3-0","Overview","1","DashboardBaseStyles.html:6683","","DashboardBaseStyles.html","1","false","224","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.bad .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6683","","DashboardBaseStyles.html","1","false","1741","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.good","","1-2-0","Overview","1","DashboardBaseStyles.html:6640","","DashboardBaseStyles.html","2","false","100","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.good .sub","","1-3-0","Overview","1","DashboardBaseStyles.html:6678","","DashboardBaseStyles.html","1","false","194","false","Low","2","uses !important"
"#overviewTwo .o2HealthTileV152.good .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6678","","DashboardBaseStyles.html","1","false","1711","false","Low","2","uses !important"
"#overviewTwo .o2InactiveBadge","","1-1-0","Overview","1","DashboardBaseStyles.html:7428","","DashboardBaseStyles.html","14","false","73","false","Low","2","uses !important"
"#overviewTwo .o2InsightBodyV152","","1-1-0","Overview","1","DashboardBaseStyles.html:6562","","DashboardBaseStyles.html","7","false","75","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153 .dot","","1-2-0","Overview","1","DashboardBaseStyles.html:6171","","DashboardBaseStyles.html","11","false","76","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153 .label","","1-2-0","Overview","1","DashboardBaseStyles.html:6185","","DashboardBaseStyles.html","4","false","1029","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153 .value","","1-2-0","Overview","1","DashboardBaseStyles.html:6192","","DashboardBaseStyles.html","4","false","1683","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153.bad .dot","","1-3-0","Overview","1","DashboardBaseStyles.html:6204","","DashboardBaseStyles.html","1","false","134","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153.bad .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6204","","DashboardBaseStyles.html","1","false","1741","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153.good .dot","","1-3-0","Overview","1","DashboardBaseStyles.html:6199","","DashboardBaseStyles.html","1","false","104","false","Low","2","uses !important"
"#overviewTwo .o2InsightBulletV153.good .value","","1-3-0","Overview","1","DashboardBaseStyles.html:6199","","DashboardBaseStyles.html","1","false","1711","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153 .chev","","1-2-0","Overview","1","DashboardBaseStyles.html:6070","","DashboardBaseStyles.html","3","false","79","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153 .icon","","1-2-0","Overview","1","DashboardBaseStyles.html:6042","","DashboardBaseStyles.html","11","false","87","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153 .text","","1-2-0","Overview","1","DashboardBaseStyles.html:6061","","DashboardBaseStyles.html","6","false","1063","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153:hover","","1-2-0","Overview","1","DashboardBaseStyles.html:6029","","DashboardBaseStyles.html","3","false","74","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153.active","","1-2-0","Overview","1","DashboardBaseStyles.html:6035","","DashboardBaseStyles.html","4","false","673","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153.active .chev","","1-3-0","Overview","1","DashboardBaseStyles.html:6076","","DashboardBaseStyles.html","1","false","678","false","Low","2","uses !important"
"#overviewTwo .o2InsightButtonV153.active .icon","","1-3-0","Overview","1","DashboardBaseStyles.html:6056","","DashboardBaseStyles.html","2","false","686","false","Low","2","uses !important"
